Domain_Age,sld,oc_8,Emails,hex_32,Domain_Name,puny_coded,Page_Rank,Alexa_Rank,3gram,distance_from_bad_words,Country,hex_8,oc_32,len,typos,Registrar,dec_8,2gram,State,1gram,obfuscate_at_sign,entropy,numeric_percentage,Registrant_Name,subdomain,char_distribution,shortened,longest_word,Name_Server_Count,dec_32,Creation_Date_Time,Organization,tld,
"136 days, 2:56:51.866646",909148,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['0909148.COM', '0909148.com']",0,,-1,"['090', '909', '091', '914', '148']","{'0': 5.744318181818182, '1': 5.740530303030303, '4': 5.744318181818182, '9': 5.744318181818182, '8': 5.744318181818182}",JP,0,0,8,"[('qq.com', 86), ('vk.com', 86)]","GMO INTERNET, INC.",0,"['09', '90', '09', '91', '14', '48']",Tokyo,"['0', '9', '0', '9', '1', '4', '8']",0,2.125,53.8461538462,,0,"defaultdict(<class 'int'>, {'4': 1, '8': 1, '9': 2, '0': 2, '1': 1})",-1,8,4,0,2019-06-11 12:32:00,Whois Privacy Protection Service by onamae.com,com,
"136 days, 2:57:04.935782",koitera,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['KOITERA.NET', 'koitera.net']",0,,-1,"['koi', 'oit', 'ite', 'ter', 'era']","{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}",JP,0,0,8,"[('php.net', 86), ('a8.net', 86)]","GMO INTERNET, INC.",0,"['ko', 'oi', 'it', 'te', 'er', 'ra']",Tokyo,"['k', 'o', 'i', 't', 'e', 'r', 'a']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",-1,era,8,0,2019-06-11 12:31:48,Whois Privacy Protection Service by onamae.com,net,
"1282 days, 10:45:23.190936",koitera,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['KOITERA.COM', 'koitera.com']",0,,7119972,"['koi', 'oit', 'ite', 'ter', 'era']","{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}",JP,0,0,8,"[('qq.com', 86), ('vk.com', 86)]","GMO INTERNET, INC.",0,"['ko', 'oi', 'it', 'te', 'er', 'ra']",Tokyo,"['k', 'o', 'i', 't', 'e', 'r', 'a']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",-1,era,8,0,2016-04-21 04:43:31,Whois Privacy Protection Service by onamae.com,com,
"1282 days, 10:45:24.497659",koitera,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['KOITERA.COM', 'koitera.com']",0,,7119972,"['koi', 'oit', 'ite', 'ter', 'era']","{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}",JP,0,0,10,"[('qq.com', 86), ('vk.com', 86)]","GMO INTERNET, INC.",0,"['ko', 'oi', 'it', 'te', 'er', 'ra']",Tokyo,"['k', 'o', 'i', 't', 'e', 'r', 'a']",0,2.9897352854,0,,1,"defaultdict(<class 'int'>, {'k': 1, 'p': 1, 'o': 1, 'i': 1, 't': 1, 'a': 1, 'c': 1, 'r': 1, 'e': 1})",-1,era,8,0,2016-04-21 04:43:31,Whois Privacy Protection Service by onamae.com,com,
0,1a2n-f9,0,,0,,0,,-1,"['1a2', 'a2n', '2n-', 'n-f', '-f9']","{'2': 5.740530303030303, 'n': 5.428030303030303, 'a': 5.365530303030303, '9': 5.744318181818182, '-': 5.742424242424242, 'f': 5.668560606060606, '1': 5.740530303030303}",,0,0,8,"[('1and1.fr', 56), ('hatena.ne.jp', 55)]",,0,"['1a', 'a2', '2n', 'n-', '-f', 'f9']",,"['1', 'a', '2', 'n', '-', 'f', '9']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'a': 1, 'n': 1, '9': 1, '2': 1, 'f': 1, '-': 1, '1': 1})",-1,9,0,0,,,jp,
0,3-8h7eo0,0,,0,,0,,-1,"['3-8', '-8h', '8h7', 'h7e', '7eo', 'eo0']","{'3': 5.744318181818182, 'h': 5.570075757575758, 'e': 5.320075757575758, '8': 5.744318181818182, '-': 5.742424242424242, '0': 5.744318181818182, '7': 5.744318181818182, 'o': 5.354166666666667}",,0,0,9,"[('yahoo.co.jp', 52), ('shop-pro.jp', 52)]",,0,"['3-', '-8', '8h', 'h7', '7e', 'eo', 'o0']",,"['3', '-', '8', 'h', '7', 'e', 'o', '0']",0,2.8177111124,30.7692307692,,0,"defaultdict(<class 'int'>, {'3': 1, 'e': 1, 'h': 1, '8': 1, '-': 1, '0': 1, '7': 1, 'o': 1})",-1,0,0,0,,,jp,
0,6-2m3kf,0,,0,,0,,-1,"['6-2', '-2m', '2m3', 'm3k', '3kf']","{'k': 5.6268939393939394, '3': 5.744318181818182, '6': 5.744318181818182, 'm': 5.596590909090909, '2': 5.740530303030303, 'f': 5.668560606060606, '-': 5.742424242424242}",,0,0,8,"[('nhk.or.jp', 50), ('t.me', 45)]",,0,"['6-', '-2', '2m', 'm3', '3k', 'kf']",,"['6', '-', '2', 'm', '3', 'k', 'f']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'k': 1, '2': 1, '6': 1, 'm': 1, '3': 1, '-': 1, 'f': 1})",-1,f,0,0,,,jp,
0,6f4n-8w,0,,0,,0,,-1,"['6f4', 'f4n', '4n-', 'n-8', '-8w']","{'n': 5.428030303030303, 'w': 5.674242424242424, '6': 5.744318181818182, '4': 5.744318181818182, '8': 5.744318181818182, '-': 5.742424242424242, 'f': 5.668560606060606}",,0,0,8,"[('ocn.ne.jp', 53), ('nhk.or.jp', 53)]",,0,"['6f', 'f4', '4n', 'n-', '-8', '8w']",,"['6', 'f', '4', 'n', '-', '8', 'w']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'-': 1, 'w': 1, '6': 1, '4': 1, '8': 1, 'n': 1, 'f': 1})",-1,w,0,0,,,jp,
"159 days, 2:57:56.178991",6ysp4qaptygve7bo,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['6YSP4QAPTYGVE7BO.COM', '6ysp4qaptygve7bo.com']",0,,-1,"['6ys', 'ysp', 'sp4', 'p4q', '4qa', 'qap', 'apt', 'pty', 'tyg', 'ygv', 'gve', 've7', 'e7b', '7bo']","{'6': 5.744318181818182, 'e': 5.320075757575758, 't': 5.424242424242424, 'o': 5.354166666666667, 's': 5.431818181818182, 'a': 5.365530303030303, 'p': 5.554924242424242, '4': 5.744318181818182, 'v': 5.698863636363637, 'g': 5.524621212121212, 'y': 5.632575757575758, 'q': 5.734848484848484, '7': 5.744318181818182, 'b': 5.551136363636363}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['6y', 'ys', 'sp', 'p4', '4q', 'qa', 'ap', 'pt', 'ty', 'yg', 'gv', 've', 'e7', '7b', 'bo']",Tokyo,"['6', 'y', 's', 'p', '4', 'q', 'a', 'p', 't', 'y', 'g', 'v', 'e', '7', 'b', 'o']",0,3.6117297329,13.6363636364,,0,"defaultdict(<class 'int'>, {'6': 1, 'v': 1, 'o': 1, 's': 1, 'a': 1, 'p': 2, '7': 1, '4': 1, 't': 1, 'g': 1, 'y': 2, 'q': 1, 'e': 1, 'b': 1})",-1,o,6,0,2019-05-19 12:31:05,Whois Privacy Protection Service by onamae.com,com,
0,7-62necn1m,0,,0,,0,,-1,"['7-6', '-62', '62n', '2ne', 'nec', 'ecn', 'cn1', 'n1m']","{'2': 5.740530303030303, '6': 5.744318181818182, '7': 5.744318181818182, 'm': 5.596590909090909, 'e': 5.320075757575758, 'n': 5.428030303030303, 'c': 5.537878787878788, '-': 5.742424242424242, '1': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('ocn.ne.jp', 61)]",,0,"['7-', '-6', '62', '2n', 'ne', 'ec', 'cn', 'n1', '1m']",,"['7', '-', '6', '2', 'n', 'e', 'c', 'n', '1', 'm']",0,2.9631196533,26.6666666667,,0,"defaultdict(<class 'int'>, {'n': 2, '2': 1, '6': 1, 'm': 1, 'e': 1, '-': 1, 'c': 1, '7': 1, '1': 1})",-1,m,0,0,,,jp,
0,7-62necn1m,0,,0,,0,,-1,"['7-6', '-62', '62n', '2ne', 'nec', 'ecn', 'cn1', 'n1m']","{'2': 5.740530303030303, '6': 5.744318181818182, '7': 5.744318181818182, 'm': 5.596590909090909, 'e': 5.320075757575758, 'n': 5.428030303030303, 'c': 5.537878787878788, '-': 5.742424242424242, '1': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('ocn.ne.jp', 61)]",,0,"['7-', '-6', '62', '2n', 'ne', 'ec', 'cn', 'n1', '1m']",,"['7', '-', '6', '2', 'n', 'e', 'c', 'n', '1', 'm']",0,2.9631196533,26.6666666667,,0,"defaultdict(<class 'int'>, {'n': 2, '2': 1, '6': 1, 'm': 1, 'e': 1, '-': 1, 'c': 1, '7': 1, '1': 1})",-1,m,0,0,,,jp,
"159 days, 2:58:01.720656",769zqwhednmurkq7,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['769ZQWHEDNMURKQ7.COM', '769zqwhednmurkq7.com']",0,,-1,"['769', '69z', '9zq', 'zqw', 'qwh', 'whe', 'hed', 'edn', 'dnm', 'nmu', 'mur', 'urk', 'rkq', 'kq7']","{'6': 5.744318181818182, '9': 5.744318181818182, 'm': 5.596590909090909, 'h': 5.570075757575758, 'd': 5.579545454545454, 'u': 5.547348484848484, 'z': 5.734848484848484, 'r': 5.433712121212121, 'k': 5.6268939393939394, 'n': 5.428030303030303, 'w': 5.674242424242424, 'e': 5.320075757575758, 'q': 5.734848484848484, '7': 5.744318181818182}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['76', '69', '9z', 'zq', 'qw', 'wh', 'he', 'ed', 'dn', 'nm', 'mu', 'ur', 'rk', 'kq', 'q7']",Tokyo,"['7', '6', '9', 'z', 'q', 'w', 'h', 'e', 'd', 'n', 'm', 'u', 'r', 'k', 'q', '7']",0,3.6117297329,18.1818181818,,0,"defaultdict(<class 'int'>, {'6': 1, 'm': 1, 'h': 1, 'd': 1, 'u': 1, 'z': 1, 'r': 1, 'k': 1, 'n': 1, 'w': 1, '9': 1, 'e': 1, 'q': 2, '7': 2})",-1,7,6,0,2019-05-19 12:31:03,Whois Privacy Protection Service by onamae.com,com,
0,7q5-1o,0,,0,,0,,-1,"['7q5', 'q5-', '5-1', '-1o']","{'o': 5.354166666666667, '-': 5.742424242424242, '1': 5.740530303030303, 'q': 5.734848484848484, '7': 5.744318181818182, '5': 5.742424242424242}",,0,0,7,"[('nhk.or.jp', 56), ('51.la', 54)]",,0,"['7q', 'q5', '5-', '-1', '1o']",,"['7', 'q', '5', '-', '1', 'o']",0,2.4063042189,27.2727272727,,0,"defaultdict(<class 'int'>, {'o': 1, '-': 1, '5': 1, 'q': 1, '7': 1, '1': 1})",-1,o,0,0,,,jp,
"159 days, 2:58:03.083370",7ra6txs8etjdfoge,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['7RA6TXS8ETJDFOGE.COM', '7ra6txs8etjdfoge.com']",0,,-1,"['7ra', 'ra6', 'a6t', '6tx', 'txs', 'xs8', 's8e', '8et', 'etj', 'tjd', 'jdf', 'dfo', 'fog', 'oge']","{'6': 5.744318181818182, 'o': 5.354166666666667, '8': 5.744318181818182, 'd': 5.579545454545454, 'j': 5.704545454545454, 's': 5.431818181818182, 'a': 5.365530303030303, 'x': 5.725378787878788, 'e': 5.320075757575758, 't': 5.424242424242424, 'g': 5.524621212121212, 'f': 5.668560606060606, 'r': 5.433712121212121, '7': 5.744318181818182}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['7r', 'ra', 'a6', '6t', 'tx', 'xs', 's8', '8e', 'et', 'tj', 'jd', 'df', 'fo', 'og', 'ge']",Tokyo,"['7', 'r', 'a', '6', 't', 'x', 's', '8', 'e', 't', 'j', 'd', 'f', 'o', 'g', 'e']",0,3.6117297329,13.6363636364,,0,"defaultdict(<class 'int'>, {'6': 1, 'e': 2, '8': 1, 'd': 1, 'j': 1, 's': 1, 'a': 1, 'x': 1, 't': 2, 'g': 1, 'f': 1, 'r': 1, '7': 1, 'o': 1})",-1,e,6,0,2019-05-19 12:31:04,Whois Privacy Protection Service by onamae.com,com,
"159 days, 2:58:13.513897",7ywv2yddfkmfb9ya,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['7YWV2YDDFKMFB9YA.COM', '7ywv2yddfkmfb9ya.com']",0,,-1,"['7yw', 'ywv', 'wv2', 'v2y', '2yd', 'ydd', 'ddf', 'dfk', 'fkm', 'kmf', 'mfb', 'fb9', 'b9y', '9ya']","{'k': 5.6268939393939394, '9': 5.744318181818182, 'b': 5.551136363636363, 'm': 5.596590909090909, 'd': 5.579545454545454, 'a': 5.365530303030303, '2': 5.740530303030303, 'w': 5.674242424242424, 'v': 5.698863636363637, 'f': 5.668560606060606, 'y': 5.632575757575758, '7': 5.744318181818182}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['7y', 'yw', 'wv', 'v2', '2y', 'yd', 'dd', 'df', 'fk', 'km', 'mf', 'fb', 'b9', '9y', 'ya']",Tokyo,"['7', 'y', 'w', 'v', '2', 'y', 'd', 'd', 'f', 'k', 'm', 'f', 'b', '9', 'y', 'a']",0,3.3320304681,13.6363636364,,0,"defaultdict(<class 'int'>, {'a': 1, 'v': 1, 'm': 1, 'd': 2, 'k': 1, '2': 1, 'w': 1, '9': 1, 'f': 2, 'y': 3, '7': 1, 'b': 1})",-1,a,6,0,2019-05-19 12:30:55,Whois Privacy Protection Service by onamae.com,com,
0,931rh8xc,0,,0,,0,,-1,"['931', '31r', '1rh', 'rh8', 'h8x', '8xc']","{'3': 5.744318181818182, 'x': 5.725378787878788, '9': 5.744318181818182, 'h': 5.570075757575758, '8': 5.744318181818182, 'c': 5.537878787878788, 'r': 5.433712121212121, '1': 5.740530303030303}",,0,0,9,"[('wp.com', 51), ('hp.com', 51)]",,0,"['93', '31', '1r', 'rh', 'h8', '8x', 'xc']",,"['9', '3', '1', 'r', 'h', '8', 'x', 'c']",0,2.8177111124,30.7692307692,,0,"defaultdict(<class 'int'>, {'3': 1, 'x': 1, '9': 1, 'h': 1, '8': 1, 'c': 1, 'r': 1, '1': 1})",-1,c,0,0,,,jp,
0,9lb461jin2,0,,0,,0,,-1,"['9lb', 'lb4', 'b46', '461', '61j', '1ji', 'jin', 'in2']","{'n': 5.428030303030303, '6': 5.744318181818182, '9': 5.744318181818182, '4': 5.744318181818182, 'i': 5.392045454545454, '2': 5.740530303030303, 'j': 5.704545454545454, 'l': 5.484848484848484, 'b': 5.551136363636363, '1': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('php.net', 43)]",,0,"['9l', 'lb', 'b4', '46', '61', '1j', 'ji', 'in', 'n2']",,"['9', 'l', 'b', '4', '6', '1', 'j', 'i', 'n', '2']",0,3.1449378351,33.3333333333,,0,"defaultdict(<class 'int'>, {'2': 1, '6': 1, '4': 1, '9': 1, '1': 1, 'n': 1, 'j': 1, 'i': 1, 'l': 1, 'b': 1})",-1,2,0,0,,,jp,
0,9lb461jin2,0,,0,,0,,-1,"['9lb', 'lb4', 'b46', '461', '61j', '1ji', 'jin', 'in2']","{'n': 5.428030303030303, '6': 5.744318181818182, '9': 5.744318181818182, '4': 5.744318181818182, 'i': 5.392045454545454, '2': 5.740530303030303, 'j': 5.704545454545454, 'l': 5.484848484848484, 'b': 5.551136363636363, '1': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('php.net', 43)]",,0,"['9l', 'lb', 'b4', '46', '61', '1j', 'ji', 'in', 'n2']",,"['9', 'l', 'b', '4', '6', '1', 'j', 'i', 'n', '2']",0,3.1449378351,33.3333333333,,0,"defaultdict(<class 'int'>, {'2': 1, '6': 1, '4': 1, '9': 1, '1': 1, 'n': 1, 'j': 1, 'i': 1, 'l': 1, 'b': 1})",-1,2,0,0,,,jp,
"1515 days, 0:41:28.775640",a-ablecontractorsglobalservices,0,"['abuse-contact@publicdomainregistry.com', 'dr_aaron775@yahoo.com']",0,A-ABLECONTRACTORSGLOBALSERVICES.COM,0,,-1,"['a-a', '-ab', 'abl', 'ble', 'lec', 'eco', 'con', 'ont', 'ntr', 'tra', 'rac', 'act', 'cto', 'tor', 'ors', 'rsg', 'sgl', 'glo', 'lob', 'oba', 'bal', 'als', 'lse', 'ser', 'erv', 'rvi', 'vic', 'ice', 'ces']","{'l': 5.484848484848484, 'i': 5.392045454545454, 't': 5.424242424242424, 'n': 5.428030303030303, 's': 5.431818181818182, 'b': 5.551136363636363, 'a': 5.365530303030303, 'e': 5.320075757575758, 'v': 5.698863636363637, '-': 5.742424242424242, 'g': 5.524621212121212, 'c': 5.537878787878788, 'r': 5.433712121212121, 'o': 5.354166666666667}",NG,0,0,32,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['a-', '-a', 'ab', 'bl', 'le', 'ec', 'co', 'on', 'nt', 'tr', 'ra', 'ac', 'ct', 'to', 'or', 'rs', 'sg', 'gl', 'lo', 'ob', 'ba', 'al', 'ls', 'se', 'er', 'rv', 'vi', 'ic', 'ce', 'es']",Lagos,"['a', '-', 'a', 'b', 'l', 'e', 'c', 'o', 'n', 't', 'r', 'a', 'c', 't', 'o', 'r', 's', 'g', 'l', 'o', 'b', 'a', 'l', 's', 'e', 'r', 'v', 'i', 'c', 'e', 's']",0,3.5772085933,0,,0,"defaultdict(<class 'int'>, {'b': 2, 't': 2, 'n': 1, 'i': 1, 's': 3, 'l': 3, 'a': 4, 'e': 3, 'v': 1, '-': 1, 'g': 1, 'c': 3, 'r': 3, 'o': 3})",-1,s,4,0,2015-09-01 14:47:44,,com,
,aboutir,0,,0,,0,,,"['abo', 'bou', 'out', 'uti', 'tir']","{'ir': 5.181818181818182, 'about': 5.566287878787879}",,0,0,8,"[('about.com', 57), ('si.edu', 54)]",,0,"['ab', 'bo', 'ou', 'ut', 'ti', 'ir']",,"['a', 'b', 'o', 'u', 't', 'i', 'r']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'b': 1, 't': 1, 'i': 1, 'u': 1, 'r': 1, 'o': 1})",-1,about,,0,,,site,
,aboutir,0,,0,,0,,,"['abo', 'bou', 'out', 'uti', 'tir']","{'ir': 5.181818181818182, 'about': 5.566287878787879}",,0,0,11,"[('about.com', 57), ('si.edu', 54)]",,0,"['ab', 'bo', 'ou', 'ut', 'ti', 'ir']",,"['a', 'b', 'o', 'u', 't', 'i', 'r']",0,2.7126753349,0,,1,"defaultdict(<class 'int'>, {'a': 1, 'w': 3, 'b': 1, 't': 1, 'i': 1, 'u': 1, 'r': 1, 'o': 1})",-1,about,,0,,,site,
"149 days, 19:22:58.108271",accounthomecenters,0,"['abuse@namesilo.com', 'pw-2f8107879dee6398edf30c3b5ea9eb1b@privacyguardian.org']",0,"['ACCOUNTHOMECENTERS.COM', 'accounthomecenters.com']",0,,-1,"['acc', 'cco', 'cou', 'oun', 'unt', 'nth', 'tho', 'hom', 'ome', 'mec', 'ece', 'cen', 'ent', 'nte', 'ter', 'ers']","{'centers': 6.410984848484849, 'home': 5.113636363636363, 'account': 6.662878787878788}",US,0,0,19,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['ac', 'cc', 'co', 'ou', 'un', 'nt', 'th', 'ho', 'om', 'me', 'ec', 'ce', 'en', 'nt', 'te', 'er', 'rs']",AZ,"['a', 'c', 'c', 'o', 'u', 'n', 't', 'h', 'o', 'm', 'e', 'c', 'e', 'n', 't', 'e', 'r', 's']",0,3.2080484336,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'h': 1, 's': 1, 'o': 2, 't': 2, 'm': 1, 'n': 2, 'c': 3, 'u': 1, 'r': 1, 'e': 3})",-1,centers,3,0,2019-05-28 20:06:24,See PrivacyGuardian.org,com,
"149 days, 19:24:18.158093",accounthomecenters,0,"['abuse@namesilo.com', 'pw-2f8107879dee6398edf30c3b5ea9eb1b@privacyguardian.org']",0,"['ACCOUNTHOMECENTERS.COM', 'accounthomecenters.com']",0,,-1,"['acc', 'cco', 'cou', 'oun', 'unt', 'nth', 'tho', 'hom', 'ome', 'mec', 'ece', 'cen', 'ent', 'nte', 'ter', 'ers']","{'centers': 6.410984848484849, 'home': 5.113636363636363, 'account': 6.662878787878788}",US,0,0,22,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['ac', 'cc', 'co', 'ou', 'un', 'nt', 'th', 'ho', 'om', 'me', 'ec', 'ce', 'en', 'nt', 'te', 'er', 'rs']",AZ,"['a', 'c', 'c', 'o', 'u', 'n', 't', 'h', 'o', 'm', 'e', 'c', 'e', 'n', 't', 'e', 'r', 's']",0,3.3356091584,0,,1,"defaultdict(<class 'int'>, {'o': 2, 'm': 1, 'h': 1, 'n': 2, 'u': 1, 's': 1, 'a': 1, 'w': 3, 't': 2, 'c': 3, 'r': 1, 'e': 3})",-1,centers,3,0,2019-05-28 20:06:24,See PrivacyGuardian.org,com,
"149 days, 19:25:38.201061",accounthomecenters,0,"['abuse@namesilo.com', 'pw-2f8107879dee6398edf30c3b5ea9eb1b@privacyguardian.org']",0,"['ACCOUNTHOMECENTERS.COM', 'accounthomecenters.com']",0,,-1,"['acc', 'cco', 'cou', 'oun', 'unt', 'nth', 'tho', 'hom', 'ome', 'mec', 'ece', 'cen', 'ent', 'nte', 'ter', 'ers']","{'centers': 6.410984848484849, 'home': 5.113636363636363, 'account': 6.662878787878788}",US,0,0,22,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['ac', 'cc', 'co', 'ou', 'un', 'nt', 'th', 'ho', 'om', 'me', 'ec', 'ce', 'en', 'nt', 'te', 'er', 'rs']",AZ,"['a', 'c', 'c', 'o', 'u', 'n', 't', 'h', 'o', 'm', 'e', 'c', 'e', 'n', 't', 'e', 'r', 's']",0,3.3356091584,0,,1,"defaultdict(<class 'int'>, {'o': 2, 'm': 1, 'h': 1, 'n': 2, 'u': 1, 's': 1, 'a': 1, 'w': 3, 't': 2, 'c': 3, 'r': 1, 'e': 3})",-1,centers,3,0,2019-05-28 20:06:24,See PrivacyGuardian.org,com,
"8075 days, 11:33:22.405247",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 11:33:35.530643",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 11:33:48.588663",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 11:34:01.713641",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"134 days, 18:27:15.010712",ahmqv,0,"['abuse@godaddy.com', 'ahmqv.com@domainsbyproxy.com']",0,"['AHMQV.COM', 'ahmqv.com']",0,,-1,"['ahm', 'hmq', 'mqv']","{'mqv': 5.65530303030303, 'ah': 5.278409090909091}",US,0,0,6,"[('qq.com', 86), ('vk.com', 86)]","GoDaddy.com, LLC",0,"['ah', 'hm', 'mq', 'qv']",Arizona,"['a', 'h', 'm', 'q', 'v']",0,2.1541354173,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'v': 1, 'm': 1, 'h': 1, 'q': 1})",-1,mqv,2,0,2019-06-12 21:07:00,"Domains By Proxy, LLC",com,
"99 days, 23:07:53.346738",scenbe,0,"['abuse@uniregistry.com', '3986518@PRIVACY-LINK.COM']",0,SCENBE.COM,0,,36174,"['sce', 'cen', 'enb', 'nbe']","{'sc': 5.378787878787879, 'be': 5.172348484848484, 'en': 5.198863636363637}",KY,0,0,11,"[('qq.com', 86), ('vk.com', 86)]",UNIREGISTRAR CORP,0,"['sc', 'ce', 'en', 'nb', 'be']",GRAND CAYMAN,"['s', 'c', 'e', 'n', 'b', 'e']",0,2.7813014715,23.5294117647,,1,"defaultdict(<class 'int'>, {'e': 2, '0': 1, '8': 1, 'n': 1, 'b': 1, 'c': 1, 's': 1, '5': 2})",-1,be,8,0,2019-07-17 16:26:23,,com,
"190 days, 10:35:44.913384",aicloudemail,0,DomainAbuse@service.aliyun.com,0,"['AICLOUDEMAIL.COM', 'aicloudemail.com']",0,,-1,"['aic', 'icl', 'clo', 'lou', 'oud', 'ude', 'dem', 'ema', 'mai', 'ail']","{'a': 5.365530303030303, 'email': 5.541666666666667, 'cloud': 5.670454545454546, 'i': 5.392045454545454}",,0,0,13,"[('google.com', 86), ('apple.com', 86)]","Alibaba Cloud Computing (Beijing) Co., Ltd.",0,"['ai', 'ic', 'cl', 'lo', 'ou', 'ud', 'de', 'em', 'ma', 'ai', 'il']",guang dong,"['a', 'i', 'c', 'l', 'o', 'u', 'd', 'e', 'm', 'a', 'i', 'l']",0,2.9542520475,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'o': 1, 'i': 2, 'm': 1, 'd': 1, 'c': 1, 'u': 1, 'e': 1, 'l': 2})",-1,email,2,0,2019-04-18 04:58:33,,com,
